"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6862","Inicio de sesión con usuario estandar","Default Suite","Tue Dec 16 11:47:32 GMT-05:00 2025","passed","Tue Dec 16 11:47:38 GMT-05:00 2025","SwagLabs.Tests.TestSauce","SeleniumTest","SwagLabs.Tests.TestSauce","loginSession"
